"PassengerId","Survived"
892,0.0895269125509673
893,0.298369930008431
894,0.231557163862728
895,0.184245020193655
896,0.485386316551474
897,0.253892304790926
898,0.400556615792058
899,0.104216584940354
900,0.697464357842717
901,0.171026080118369
902,0.0812032500553742
903,0.174640526636023
904,0.984693271224755
905,0.122921851752301
906,0.97187516363434
907,0.912675703974127
908,0.108481280627499
909,0.179602809214166
910,0.448786275508379
911,0.351838928575025
912,0.361975089803556
913,0.444262971218785
914,0.922509120745882
915,0.401091085427125
916,0.827564596210431
917,0.06286765535427
918,0.98820917109235
919,0.178575267935235
920,0.469684213471207
921,0.160674813581294
922,0.0791742006789028
923,0.126498712071971
924,0.534822841918444
925,0.264130566834464
926,0.492215270540201
927,0.154720809343436
928,0.423704216433508
929,0.329160213743592
930,0.0943751910870365
931,0.476444454079842
932,0.157933946222662
933,0.479837858069927
934,0.0858147651629879
935,0.932652532303536
936,0.967855748191406
937,0.121294502139628
938,0.420017399235887
939,0.116489088703461
940,0.949484856652652
941,0.53220365536129
942,0.475257685869869
943,0.0690318279886676
944,0.874664246328172
945,0.846752915897235
946,0.184552893258314
947,0.0267302561863341
948,0.0703181049232148
949,0.0911657590128285
950,0.092318172424276
951,0.980468135541058
952,0.0976231250706066
953,0.25517344017631
954,0.103167609792111
955,0.720575313580169
956,0.607965997403976
957,0.927521943407873
958,0.627635867048631
959,0.196892293148812
960,0.416768053942174
961,0.73715913046824
962,0.673476092402613
963,0.0776024015587706
964,0.42004803913049
965,0.496577338900598
966,0.980930164737842
967,0.360273865966317
968,0.102554652888473
969,0.801484540705015
970,0.0962899390701082
971,0.673476092402613
972,0.867656971084531
973,0.3281959819209
974,0.221725296219858
975,0.0812032500553742
976,0.0748434729624578
977,0.113124283785686
978,0.74096977371565
979,0.466501632825793
980,0.724617982565618
981,0.910412899167781
982,0.398461881514228
983,0.129634556675998
984,0.860614531383038
985,0.102554652888473
986,0.352348411930721
987,0.136785165370939
988,0.926208026621318
989,0.230152142658801
990,0.59847761955077
991,0.110894635197934
992,0.982187970926494
993,0.123209735148841
994,0.116489088703461
995,0.12420927832414
996,0.456662169121409
997,0.131711689952783
998,0.100725540342768
999,0.116489088703461
1000,0.112944750561998
1001,0.0832136985561972
1002,0.108489690436705
1003,0.694029566711788
1004,0.958037239848754
1005,0.696470883816743
1006,0.941688081331334
1007,0.191908422135352
1008,0.187169751858875
1009,0.857976329655922
1010,0.392662741553278
1011,0.931189327654487
1012,0.888424233882109
1013,0.141395438506049
1014,0.993014570990514
1015,0.0765230362478797
1016,0.116489088703461
1017,0.512716887218803
1018,0.125610300056479
1019,0.604137703959832
1020,0.185139730367006
1021,0.090730332995083
1022,0.207745651888171
1023,0.372101217517595
1024,0.316754791988017
1025,0.145235099217028
1026,0.0838291372304459
1027,0.0898200219078088
1028,0.154533929367574
1029,0.0737650938729517
1030,0.35421960702614
1031,0.0856675715335486
1032,0.0773446072430543
1033,0.954572749460518
1034,0.322827670558742
1035,0.0728039321710131
1036,0.49035517015939
1037,0.173719409249691
1038,0.23064515799539
1039,0.0897971046978996
1040,0.479837858069927
1041,0.126133302233172
1042,0.985727640246508
1043,0.0812032500553742
1044,0.201492946198316
1045,0.556641226197371
1046,0.0804634069711622
1047,0.093005104177978
1048,0.973954120405678
1049,0.632229823635802
1050,0.49035517015939
1051,0.656900646347948
1052,0.738575099434795
1053,0.805494028325648
1054,0.849175461811154
1055,0.218826234136138
1056,0.174358669257071
1057,0.611120403185495
1058,0.292530933007573
1059,0.100268508099786
1060,0.900143933434857
1061,0.340126707396506
1062,0.106523513584655
1063,0.203559584120418
1064,0.154137109915644
1065,0.146753431051585
1066,0.0614273734043341
1067,0.972179192477856
1068,0.946701232434734
1069,0.392024277006265
1070,0.946052253771434
1071,0.882920172293452
1072,0.0962899390701082
1073,0.427187551599665
1074,0.977829972782523
1075,0.116489088703461
1076,0.860809110911003
1077,0.0979818438580233
1078,0.944326238867797
1079,0.183973831088084
1080,0.240744228564129
1081,0.144451204266244
1082,0.0965619237618806
1083,0.220797833529261
1084,0.616238051451231
1085,0.169601773560481
1086,0.724886252237069
1087,0.104102113755235
1088,0.794918099120895
1089,0.579570769195835
